sale_id,sale_date,product_id,customer_id,quantity,unit_price,total_price,store,channel
2397,2025-09-06,SKU-1266,340,1,1299,1299,Online,In-Store
2398,2024-10-21,SKU-1053,400,1,1499,1499,Online,Online
2399,2024-12-02,SKU-1357,91,1,549,549,Chicago Michigan Ave,Online
2400,2025-10-24,SKU-1232,126,1,799,799,Dallas NorthPark,Online
2401,2024-09-21,SKU-1032,87,1,1299,1299,San Francisco Union Square,In-Store
2402,2024-07-27,SKU-1103,374,2,799,1598,Online,Online
2403,2025-07-09,SKU-1335,355,1,449,449,Chicago Michigan Ave,Online
2404,2024-01-04,SKU-1355,489,2,249,498,Online,In-Store
2405,2024-07-02,SKU-1278,59,2,1499,2998,Austin Domain,Online
2406,2025-07-01,SKU-1147,239,1,4499,4499,Los Angeles Grove,Online
2407,2024-12-30,SKU-1203,404,1,699,699,Online,Online
2408,2024-09-13,SKU-1283,372,1,1349,1349,Online,In-Store
2409,2024-03-29,SKU-1282,33,1,1499,1499,Online,Online
2410,2024-07-17,SKU-1165,246,1,349,349,Dallas NorthPark,In-Store
2411,2025-02-02,SKU-1087,406,1,1699,1699,Austin Domain,Online
2412,2024-08-05,SKU-1154,86,1,999,999,Online,In-Store
2413,2024-03-09,SKU-1269,500,1,1249,1249,Dallas NorthPark,Online
2414,2025-05-21,SKU-1221,286,2,749,1498,Austin Domain,Online
2415,2024-02-12,SKU-1215,19,1,649,649,New York 5th Ave,Online
2416,2025-01-16,SKU-1088,333,3,1699,5097,Online,In-Store
2417,2025-04-19,SKU-1001,44,1,999,999,Online,Online
2418,2025-08-30,SKU-1163,70,1,6999,6999,Los Angeles Grove,In-Store
2419,2024-05-02,SKU-1177,320,1,499,499,Miami Dadeland,In-Store
2420,2025-07-03,SKU-1213,421,1,649,649,New York 5th Ave,Online
2421,2025-11-11,SKU-1026,494,2,1199,2398,Dallas NorthPark,In-Store
2422,2024-10-14,SKU-1287,175,3,1499,4497,Miami Dadeland,In-Store
2423,2025-05-25,SKU-1353,158,1,129,129,Austin Domain,Online
2424,2024-07-08,SKU-1006,365,1,999,999,Online,Online
2425,2024-04-12,SKU-1166,186,1,499,499,Online,In-Store
2426,2024-05-06,SKU-1267,94,1,1149,1149,Chicago Michigan Ave,In-Store
2427,2024-11-14,SKU-1019,431,1,1099,1099,Austin Domain,In-Store
2428,2025-12-30,SKU-1327,282,1,449,449,Dallas NorthPark,In-Store
2429,2025-11-04,SKU-1174,153,2,649,1298,Online,Online
2430,2025-03-06,SKU-1334,48,1,449,449,San Francisco Union Square,Online
2431,2025-08-25,SKU-1012,3,1,1099,1099,Online,Online
2432,2025-07-08,SKU-1127,55,1,1699,1699,Online,In-Store
2433,2024-03-24,SKU-1181,172,1,499,499,Online,In-Store
2434,2025-10-07,SKU-1184,416,2,649,1298,Online,Online
2435,2025-11-29,SKU-1242,261,1,899,899,Online,Online
2436,2025-08-13,SKU-1231,407,2,649,1298,Austin Domain,In-Store
2437,2025-03-16,SKU-1142,109,1,2999,2999,San Francisco Union Square,Online
2438,2024-05-19,SKU-1290,208,1,1649,1649,Dallas NorthPark,Online
2439,2025-09-23,SKU-1188,439,1,649,649,Boston Boylston,In-Store
2440,2024-01-02,SKU-1063,59,1,1499,1499,New York 5th Ave,Online
2441,2024-07-07,SKU-1063,417,1,1499,1499,San Francisco Union Square,Online
2442,2024-02-11,SKU-1226,119,1,899,899,Dallas NorthPark,In-Store
2443,2024-05-16,SKU-1251,495,1,849,849,Online,In-Store
2444,2024-04-23,SKU-1186,425,1,649,649,Seattle University Village,Online
2445,2024-05-30,SKU-1085,371,1,1699,1699,San Francisco Union Square,Online
2446,2025-01-22,SKU-1091,338,3,699,2097,Los Angeles Grove,Online
2447,2024-05-29,SKU-1223,106,2,749,1498,New York 5th Ave,Online
2448,2024-09-05,SKU-1224,251,2,899,1798,Los Angeles Grove,Online
2449,2025-04-19,SKU-1012,82,1,1099,1099,Online,In-Store
2450,2024-10-23,SKU-1014,105,1,1099,1099,New York 5th Ave,In-Store
2451,2025-03-12,SKU-1035,394,1,1299,1299,Online,In-Store
2452,2024-12-22,SKU-1168,156,1,499,499,San Francisco Union Square,Online
2453,2025-05-03,SKU-1234,494,1,799,799,New York 5th Ave,Online
2454,2024-01-18,SKU-1055,400,2,1499,2998,Online,Online
2455,2025-06-05,SKU-1054,329,2,1499,2998,Dallas NorthPark,Online
2456,2025-12-07,SKU-1247,51,1,849,849,Online,In-Store
2457,2024-01-21,SKU-1280,33,1,1499,1499,Chicago Michigan Ave,In-Store
2458,2024-09-07,SKU-1060,388,1,1499,1499,Dallas NorthPark,In-Store
2459,2025-06-26,SKU-1303,472,1,1549,1549,Online,Online
2460,2024-01-21,SKU-1167,168,1,349,349,Austin Domain,In-Store
2461,2025-05-07,SKU-1104,100,1,799,799,Online,In-Store
2462,2025-12-13,SKU-1247,412,1,849,849,Online,Online
2463,2025-09-08,SKU-1100,290,1,799,799,Chicago Michigan Ave,Online
2464,2024-09-07,SKU-1129,167,1,2099,2099,Online,Online
2465,2024-12-07,SKU-1128,253,1,1899,1899,Online,In-Store
2466,2025-08-01,SKU-1004,459,1,999,999,Online,Online
2467,2025-07-01,SKU-1010,379,1,1099,1099,Online,In-Store
2468,2024-05-18,SKU-1353,114,1,129,129,Austin Domain,Online
2469,2025-08-24,SKU-1024,210,1,1199,1199,Online,Online
2470,2024-08-02,SKU-1192,48,1,749,749,Online,Online
2471,2025-09-04,SKU-1029,275,1,1199,1199,Austin Domain,In-Store
2472,2024-10-10,SKU-1060,278,1,1499,1499,Online,In-Store
2473,2025-05-16,SKU-1250,419,2,999,1998,Dallas NorthPark,In-Store
2474,2025-05-30,SKU-1316,299,1,1799,1799,Online,In-Store
2475,2024-12-31,SKU-1000,386,1,999,999,New York 5th Ave,In-Store
2476,2025-10-04,SKU-1006,293,1,999,999,Online,Online
2477,2024-02-16,SKU-1042,376,1,1399,1399,Online,In-Store
2478,2024-03-03,SKU-1049,339,1,1399,1399,New York 5th Ave,In-Store
2479,2024-07-28,SKU-1007,188,1,999,999,San Francisco Union Square,In-Store
2480,2024-06-06,SKU-1074,353,1,1599,1599,Online,In-Store
2481,2025-01-18,SKU-1130,18,1,1699,1699,Chicago Michigan Ave,In-Store
2482,2024-06-10,SKU-1319,109,1,1799,1799,Online,Online
2483,2024-06-19,SKU-1108,137,1,799,799,Seattle University Village,In-Store
2484,2025-08-28,SKU-1315,461,1,1649,1649,Dallas NorthPark,In-Store
2485,2025-08-31,SKU-1082,273,1,1699,1699,Seattle University Village,Online
2486,2025-03-31,SKU-1114,143,1,1299,1299,Online,In-Store
2487,2024-01-21,SKU-1332,101,1,629,629,New York 5th Ave,Online
2488,2025-08-18,SKU-1170,60,2,499,998,Miami Dadeland,Online
2489,2025-06-30,SKU-1013,487,1,1099,1099,Miami Dadeland,In-Store
2490,2025-12-30,SKU-1098,378,1,699,699,Miami Dadeland,Online
2491,2024-05-09,SKU-1044,124,2,1399,2798,Boston Boylston,Online
2492,2024-09-04,SKU-1200,276,2,849,1698,Chicago Michigan Ave,Online
2493,2024-12-06,SKU-1171,282,1,349,349,Online,Online
2494,2024-07-29,SKU-1106,72,2,799,1598,Miami Dadeland,Online
2495,2025-10-01,SKU-1212,227,1,699,699,Online,In-Store
2496,2024-11-25,SKU-1175,236,1,499,499,Online,Online
2497,2024-01-12,SKU-1300,400,1,1599,1599,Online,In-Store
2498,2024-02-01,SKU-1006,43,1,999,999,Online,In-Store
2499,2024-03-25,SKU-1283,353,1,1349,1349,Online,In-Store
2500,2025-07-05,SKU-1024,332,1,1199,1199,Online,In-Store
2501,2024-06-02,SKU-1259,181,1,949,949,Online,In-Store
2502,2024-10-23,SKU-1278,386,1,1499,1499,Online,Online
2503,2025-11-15,SKU-1174,296,1,649,649,Chicago Michigan Ave,Online
2504,2024-06-03,SKU-1165,90,1,349,349,Miami Dadeland,Online
2505,2025-01-23,SKU-1206,241,1,699,699,Online,Online
2506,2024-01-03,SKU-1006,339,1,999,999,Online,Online
2507,2025-01-05,SKU-1086,371,1,1699,1699,Los Angeles Grove,Online
2508,2024-08-29,SKU-1101,212,1,799,799,Online,Online
2509,2025-11-08,SKU-1056,26,1,1499,1499,Online,In-Store
2510,2024-02-12,SKU-1274,283,1,1399,1399,Seattle University Village,In-Store
2511,2025-02-24,SKU-1013,309,1,1099,1099,Miami Dadeland,In-Store
2512,2024-01-18,SKU-1204,396,1,849,849,San Francisco Union Square,In-Store
2513,2024-07-08,SKU-1338,65,2,649,1298,Online,Online
2514,2025-02-05,SKU-1011,130,1,1099,1099,Miami Dadeland,Online
2515,2024-01-06,SKU-1179,134,1,499,499,San Francisco Union Square,Online
2516,2025-04-30,SKU-1304,256,1,1699,1699,Boston Boylston,Online
2517,2024-07-11,SKU-1048,271,1,1399,1399,San Francisco Union Square,Online
2518,2024-05-24,SKU-1060,357,1,1499,1499,New York 5th Ave,In-Store
2519,2025-10-22,SKU-1249,343,1,849,849,Seattle University Village,Online
2520,2025-03-05,SKU-1074,388,1,1599,1599,Seattle University Village,Online
2521,2024-08-07,SKU-1249,54,1,849,849,Online,In-Store
2522,2025-02-03,SKU-1020,150,2,1199,2398,Dallas NorthPark,In-Store
2523,2025-01-17,SKU-1039,388,2,1299,2598,Online,In-Store
2524,2025-11-22,SKU-1046,189,1,1399,1399,Online,In-Store
2525,2024-01-24,SKU-1073,343,2,1599,3198,Online,Online
2526,2024-10-24,SKU-1102,263,1,799,799,Chicago Michigan Ave,In-Store
2527,2024-08-19,SKU-1150,375,2,4899,9798,Online,Online
2528,2024-10-09,SKU-1237,170,1,749,749,Seattle University Village,Online
2529,2025-11-20,SKU-1201,353,1,699,699,Online,Online
2530,2024-10-25,SKU-1213,123,3,649,1947,Online,Online
2531,2024-07-17,SKU-1351,425,1,849,849,Chicago Michigan Ave,In-Store
2532,2024-08-15,SKU-1315,414,1,1649,1649,Online,Online
2533,2025-06-22,SKU-1023,239,1,1199,1199,Seattle University Village,In-Store
2534,2024-07-22,SKU-1174,124,1,649,649,San Francisco Union Square,In-Store
2535,2025-02-18,SKU-1049,330,1,1399,1399,Online,Online
2536,2024-03-19,SKU-1314,490,2,1799,3598,Online,In-Store
2537,2024-12-01,SKU-1264,200,1,1299,1299,Online,In-Store
2538,2025-06-21,SKU-1304,457,1,1699,1699,Online,In-Store
2539,2024-01-31,SKU-1052,301,1,1499,1499,Online,In-Store
2540,2025-09-03,SKU-1027,269,1,1199,1199,Boston Boylston,Online
2541,2025-12-20,SKU-1094,255,1,699,699,Online,Online
2542,2025-03-01,SKU-1354,470,1,179,179,Online,In-Store
2543,2024-12-20,SKU-1053,69,1,1499,1499,Boston Boylston,Online
2544,2025-06-22,SKU-1198,328,1,849,849,Austin Domain,Online
2545,2025-02-10,SKU-1172,272,1,499,499,Los Angeles Grove,In-Store
2546,2025-02-21,SKU-1191,100,1,599,599,Online,In-Store
2547,2025-06-01,SKU-1339,76,1,649,649,Online,Online
2548,2024-04-04,SKU-1083,131,1,1699,1699,Dallas NorthPark,In-Store
2549,2025-06-16,SKU-1304,275,1,1699,1699,New York 5th Ave,In-Store
2550,2024-12-11,SKU-1292,122,1,1649,1649,Los Angeles Grove,Online
2551,2024-02-17,SKU-1108,266,1,799,799,Seattle University Village,Online
2552,2024-01-19,SKU-1032,481,1,1299,1299,Online,Online
2553,2024-07-27,SKU-1357,185,1,549,549,New York 5th Ave,In-Store
2554,2024-01-28,SKU-1022,198,2,1199,2398,Online,Online
2555,2024-04-12,SKU-1079,488,1,1599,1599,Online,Online
2556,2025-03-16,SKU-1321,261,1,1799,1799,Chicago Michigan Ave,Online
2557,2025-05-11,SKU-1027,218,1,1199,1199,Austin Domain,In-Store
2558,2025-06-21,SKU-1035,426,1,1299,1299,Online,In-Store
2559,2025-07-21,SKU-1010,3,1,1099,1099,Austin Domain,In-Store
2560,2024-08-31,SKU-1272,245,1,1399,1399,Miami Dadeland,In-Store
2561,2025-02-21,SKU-1254,24,1,1099,1099,Online,In-Store
2562,2024-04-14,SKU-1203,342,1,699,699,Online,In-Store
2563,2025-06-03,SKU-1004,189,1,999,999,Dallas NorthPark,In-Store
2564,2025-08-10,SKU-1016,94,1,1099,1099,Dallas NorthPark,In-Store
2565,2024-06-18,SKU-1117,207,1,1899,1899,Austin Domain,In-Store
2566,2025-10-01,SKU-1207,294,1,549,549,Miami Dadeland,In-Store
2567,2025-10-19,SKU-1220,310,1,799,799,Austin Domain,In-Store
2568,2025-04-12,SKU-1228,46,1,899,899,Boston Boylston,Online
2569,2025-01-28,SKU-1170,327,1,499,499,Dallas NorthPark,Online
2570,2024-01-22,SKU-1082,396,1,1699,1699,Los Angeles Grove,Online
2571,2024-07-18,SKU-1205,489,3,549,1647,Online,Online
2572,2024-08-16,SKU-1046,151,1,1399,1399,Austin Domain,In-Store
2573,2024-02-26,SKU-1107,209,1,799,799,San Francisco Union Square,Online
2574,2025-10-17,SKU-1179,61,1,499,499,Los Angeles Grove,Online
2575,2024-06-27,SKU-1318,384,1,1949,1949,Online,In-Store
2576,2025-09-13,SKU-1359,113,1,549,549,Online,In-Store
2577,2025-06-16,SKU-1325,71,1,399,399,San Francisco Union Square,In-Store
2578,2024-10-18,SKU-1004,424,1,999,999,Online,Online
2579,2024-05-25,SKU-1101,462,1,799,799,Seattle University Village,In-Store
2580,2024-05-30,SKU-1085,208,1,1699,1699,Chicago Michigan Ave,Online
2581,2024-09-29,SKU-1229,48,1,649,649,Austin Domain,Online
2582,2024-03-15,SKU-1094,473,1,699,699,Miami Dadeland,Online
2583,2025-11-19,SKU-1135,426,1,2599,2599,Seattle University Village,Online
2584,2025-08-08,SKU-1047,173,1,1399,1399,Dallas NorthPark,In-Store
2585,2024-09-30,SKU-1062,205,1,1499,1499,Chicago Michigan Ave,Online
2586,2025-06-05,SKU-1278,140,1,1499,1499,San Francisco Union Square,Online
2587,2025-05-04,SKU-1007,386,2,999,1998,Online,Online
2588,2025-02-04,SKU-1302,465,1,1699,1699,Boston Boylston,Online
2589,2025-01-31,SKU-1013,258,1,1099,1099,Online,Online
2590,2024-01-27,SKU-1048,25,1,1399,1399,Dallas NorthPark,Online
2591,2024-03-23,SKU-1013,151,1,1099,1099,San Francisco Union Square,Online
2592,2025-02-21,SKU-1254,397,1,1099,1099,Online,In-Store
2593,2025-03-29,SKU-1048,329,1,1399,1399,New York 5th Ave,Online
2594,2024-10-13,SKU-1251,139,1,849,849,Online,Online
2595,2024-06-15,SKU-1111,30,1,1299,1299,Seattle University Village,Online
2596,2025-02-25,SKU-1034,344,1,1299,1299,Online,Online
2597,2025-05-18,SKU-1004,372,1,999,999,San Francisco Union Square,Online
2598,2024-06-13,SKU-1095,290,1,699,699,Seattle University Village,In-Store
2599,2025-02-10,SKU-1267,480,1,1149,1149,Los Angeles Grove,Online
2600,2024-07-26,SKU-1016,233,1,1099,1099,Online,In-Store
2601,2024-06-24,SKU-1344,104,1,279,279,Online,In-Store
2602,2024-03-22,SKU-1027,238,1,1199,1199,Online,In-Store
2603,2024-04-14,SKU-1321,41,1,1799,1799,San Francisco Union Square,Online
2604,2024-08-31,SKU-1028,423,1,1199,1199,Los Angeles Grove,In-Store
2605,2025-08-10,SKU-1033,500,1,1299,1299,Online,Online
2606,2025-11-14,SKU-1054,280,1,1499,1499,Online,Online
2607,2025-08-15,SKU-1012,166,2,1099,2198,Online,In-Store
2608,2024-04-06,SKU-1073,221,1,1599,1599,Online,In-Store
2609,2024-09-13,SKU-1058,426,1,1499,1499,Online,Online
2610,2025-04-19,SKU-1027,380,1,1199,1199,Austin Domain,In-Store
2611,2024-01-15,SKU-1042,427,1,1399,1399,Online,Online
2612,2025-07-03,SKU-1141,424,1,3399,3399,Online,In-Store
2613,2025-03-05,SKU-1065,88,2,1499,2998,Chicago Michigan Ave,Online
2614,2025-12-04,SKU-1292,311,1,1649,1649,New York 5th Ave,In-Store
2615,2025-07-06,SKU-1308,125,1,1699,1699,Boston Boylston,In-Store
2616,2024-11-22,SKU-1044,210,1,1399,1399,Online,Online
2617,2024-01-24,SKU-1259,253,2,949,1898,Austin Domain,In-Store
2618,2025-11-28,SKU-1246,475,1,999,999,Dallas NorthPark,Online
2619,2025-05-23,SKU-1239,121,1,749,749,Boston Boylston,Online
2620,2024-01-16,SKU-1283,187,2,1349,2698,Austin Domain,Online
2621,2024-06-24,SKU-1035,93,1,1299,1299,Online,Online
2622,2025-02-06,SKU-1228,348,1,899,899,Boston Boylston,Online
2623,2025-04-03,SKU-1271,480,1,1249,1249,Online,Online
2624,2025-06-19,SKU-1184,334,1,649,649,Austin Domain,Online
2625,2025-08-04,SKU-1355,204,1,249,249,Dallas NorthPark,In-Store
2626,2025-07-01,SKU-1344,396,1,279,279,Seattle University Village,Online
2627,2025-07-13,SKU-1207,445,1,549,549,Online,Online
2628,2024-12-04,SKU-1318,409,1,1949,1949,Online,In-Store
2629,2025-07-09,SKU-1251,222,1,849,849,Dallas NorthPark,In-Store
2630,2024-10-25,SKU-1235,332,1,649,649,Online,In-Store
2631,2025-06-08,SKU-1084,284,1,1699,1699,San Francisco Union Square,In-Store
2632,2025-07-12,SKU-1070,260,1,1599,1599,Los Angeles Grove,In-Store
2633,2025-03-27,SKU-1327,47,1,449,449,Online,Online
2634,2025-02-03,SKU-1320,245,1,1949,1949,Online,In-Store
2635,2025-09-22,SKU-1220,232,1,799,799,Online,In-Store
2636,2025-10-04,SKU-1348,340,1,279,279,Dallas NorthPark,Online
2637,2024-06-02,SKU-1169,439,1,349,349,San Francisco Union Square,In-Store
2638,2024-06-06,SKU-1150,429,1,4899,4899,Miami Dadeland,Online
2639,2024-02-09,SKU-1187,405,1,499,499,San Francisco Union Square,Online
2640,2024-07-09,SKU-1165,350,1,349,349,San Francisco Union Square,Online
2641,2024-01-31,SKU-1012,340,1,1099,1099,Boston Boylston,Online
2642,2025-09-26,SKU-1359,170,1,549,549,Seattle University Village,In-Store
2643,2024-10-13,SKU-1007,461,1,999,999,Chicago Michigan Ave,In-Store
2644,2024-09-14,SKU-1085,94,1,1699,1699,Dallas NorthPark,Online
2645,2024-12-27,SKU-1194,424,1,749,749,Miami Dadeland,Online
2646,2024-05-16,SKU-1213,350,1,649,649,Chicago Michigan Ave,In-Store
2647,2024-08-15,SKU-1067,444,1,1499,1499,Dallas NorthPark,Online
2648,2024-04-15,SKU-1322,175,1,1949,1949,New York 5th Ave,Online
2649,2024-07-10,SKU-1232,273,2,799,1598,Austin Domain,In-Store
2650,2024-12-17,SKU-1335,200,1,449,449,Online,In-Store
2651,2025-12-12,SKU-1100,114,1,799,799,Online,In-Store
2652,2025-05-31,SKU-1233,55,1,649,649,Chicago Michigan Ave,Online
2653,2025-05-16,SKU-1091,266,2,699,1398,Online,Online
2654,2025-09-16,SKU-1301,165,1,1549,1549,Austin Domain,In-Store
2655,2024-01-08,SKU-1071,100,1,1599,1599,Online,In-Store
2656,2025-08-13,SKU-1312,39,2,1799,3598,Boston Boylston,Online
2657,2024-02-18,SKU-1135,102,1,2599,2599,Los Angeles Grove,In-Store
2658,2024-02-08,SKU-1189,45,1,599,599,Miami Dadeland,Online
2659,2025-04-09,SKU-1076,56,1,1599,1599,Online,Online
2660,2025-01-09,SKU-1026,318,1,1199,1199,Boston Boylston,In-Store
2661,2025-06-21,SKU-1131,50,1,1899,1899,Online,Online
2662,2025-09-27,SKU-1301,137,1,1549,1549,Dallas NorthPark,Online
2663,2024-10-17,SKU-1307,487,1,1549,1549,Austin Domain,Online
2664,2025-01-27,SKU-1270,316,1,1399,1399,Chicago Michigan Ave,In-Store
2665,2025-07-28,SKU-1237,31,1,749,749,San Francisco Union Square,In-Store
2666,2025-01-04,SKU-1262,67,1,1299,1299,Online,Online
2667,2025-02-15,SKU-1179,84,1,499,499,Boston Boylston,In-Store
2668,2025-03-14,SKU-1179,214,2,499,998,Online,Online
2669,2025-04-05,SKU-1269,276,1,1249,1249,New York 5th Ave,Online
2670,2024-12-11,SKU-1041,262,1,1399,1399,Online,In-Store
2671,2024-12-13,SKU-1226,376,1,899,899,Chicago Michigan Ave,In-Store
2672,2025-12-30,SKU-1279,431,1,1349,1349,San Francisco Union Square,Online
2673,2024-05-01,SKU-1032,496,2,1299,2598,Online,In-Store
2674,2024-01-07,SKU-1356,452,1,279,279,Online,Online
2675,2025-08-23,SKU-1076,332,1,1599,1599,Boston Boylston,Online
2676,2024-04-28,SKU-1058,410,1,1499,1499,Online,Online
2677,2025-05-07,SKU-1051,18,1,1499,1499,Los Angeles Grove,In-Store
2678,2025-11-29,SKU-1106,52,1,799,799,Online,Online
2679,2025-01-30,SKU-1162,301,1,5999,5999,San Francisco Union Square,In-Store
2680,2025-12-07,SKU-1035,480,2,1299,2598,Online,Online
2681,2024-10-26,SKU-1212,330,1,699,699,New York 5th Ave,In-Store
2682,2025-12-21,SKU-1032,86,1,1299,1299,Boston Boylston,Online
2683,2024-08-11,SKU-1342,413,1,299,299,Miami Dadeland,In-Store
2684,2024-05-16,SKU-1283,98,1,1349,1349,Miami Dadeland,Online
2685,2025-10-22,SKU-1200,4,2,849,1698,San Francisco Union Square,In-Store
2686,2024-04-02,SKU-1014,267,1,1099,1099,Online,Online
2687,2025-04-19,SKU-1039,177,1,1299,1299,Online,Online
2688,2024-03-30,SKU-1129,341,1,2099,2099,New York 5th Ave,In-Store
2689,2024-11-24,SKU-1322,134,1,1949,1949,Austin Domain,Online
2690,2025-01-23,SKU-1208,80,1,699,699,Miami Dadeland,In-Store
2691,2025-06-07,SKU-1081,419,1,1699,1699,Austin Domain,In-Store
2692,2025-07-21,SKU-1117,124,2,1899,3798,Austin Domain,Online
2693,2025-03-26,SKU-1176,492,1,649,649,Online,Online
2694,2024-07-22,SKU-1015,227,1,1099,1099,Austin Domain,In-Store
2695,2024-07-09,SKU-1332,490,1,629,629,Miami Dadeland,Online
2696,2025-08-03,SKU-1045,466,1,1399,1399,San Francisco Union Square,In-Store
2697,2025-03-13,SKU-1314,410,2,1799,3598,Online,In-Store
2698,2025-07-20,SKU-1018,282,1,1099,1099,Online,In-Store
2699,2024-09-07,SKU-1081,405,1,1699,1699,Chicago Michigan Ave,In-Store
2700,2024-11-11,SKU-1050,137,1,1499,1499,New York 5th Ave,Online
2701,2025-05-19,SKU-1215,113,1,649,649,Online,Online
2702,2024-12-06,SKU-1061,134,1,1499,1499,Boston Boylston,In-Store
2703,2024-04-29,SKU-1344,93,1,279,279,Boston Boylston,In-Store
2704,2024-01-03,SKU-1300,96,1,1599,1599,Chicago Michigan Ave,Online
2705,2025-11-13,SKU-1040,462,1,1399,1399,San Francisco Union Square,In-Store
2706,2024-08-07,SKU-1326,252,1,449,449,Seattle University Village,In-Store
2707,2025-06-15,SKU-1034,125,2,1299,2598,Online,Online
2708,2024-05-17,SKU-1228,407,3,899,2697,Online,In-Store
2709,2024-07-11,SKU-1249,89,1,849,849,Online,Online
2710,2025-12-03,SKU-1264,454,1,1299,1299,Los Angeles Grove,Online
2711,2025-12-01,SKU-1306,108,1,1699,1699,Seattle University Village,In-Store
2712,2024-12-31,SKU-1313,95,1,1649,1649,Online,Online
2713,2024-02-11,SKU-1332,104,1,629,629,Online,In-Store
2714,2024-03-24,SKU-1058,418,1,1499,1499,Chicago Michigan Ave,In-Store
2715,2024-12-21,SKU-1079,428,1,1599,1599,Boston Boylston,In-Store
2716,2024-04-05,SKU-1310,12,1,1799,1799,Austin Domain,In-Store
2717,2025-08-23,SKU-1041,384,2,1399,2798,Online,Online
2718,2025-10-31,SKU-1075,445,1,1599,1599,Austin Domain,Online
2719,2024-01-06,SKU-1202,296,1,849,849,New York 5th Ave,Online
2720,2024-04-05,SKU-1052,312,1,1499,1499,Dallas NorthPark,Online
2721,2024-06-04,SKU-1012,60,1,1099,1099,Online,Online
2722,2025-04-16,SKU-1233,210,1,649,649,Los Angeles Grove,In-Store
2723,2025-11-20,SKU-1013,46,1,1099,1099,Online,Online
2724,2024-02-12,SKU-1026,62,2,1199,2398,San Francisco Union Square,Online
2725,2025-06-25,SKU-1033,390,1,1299,1299,New York 5th Ave,Online
2726,2024-08-07,SKU-1332,19,1,629,629,Online,Online
2727,2024-01-14,SKU-1094,339,1,699,699,Online,In-Store
2728,2025-06-17,SKU-1224,54,1,899,899,Online,In-Store
2729,2024-01-24,SKU-1043,405,1,1399,1399,Chicago Michigan Ave,Online
2730,2024-01-09,SKU-1166,296,2,499,998,Seattle University Village,In-Store
2731,2024-05-11,SKU-1037,9,1,1299,1299,Miami Dadeland,In-Store
2732,2024-12-24,SKU-1239,370,1,749,749,Online,In-Store
2733,2024-01-02,SKU-1284,413,1,1499,1499,Boston Boylston,In-Store
2734,2025-12-12,SKU-1184,299,1,649,649,Los Angeles Grove,Online
2735,2024-05-01,SKU-1024,73,2,1199,2398,Online,Online
2736,2025-01-10,SKU-1089,199,1,1699,1699,Online,In-Store
2737,2024-03-17,SKU-1052,455,1,1499,1499,Austin Domain,Online
2738,2024-02-25,SKU-1035,217,1,1299,1299,Online,In-Store
2739,2024-10-11,SKU-1133,31,1,2299,2299,Online,In-Store
2740,2024-03-28,SKU-1111,221,1,1299,1299,New York 5th Ave,In-Store
2741,2024-10-15,SKU-1102,272,1,799,799,San Francisco Union Square,In-Store
2742,2024-06-11,SKU-1085,424,1,1699,1699,Boston Boylston,In-Store
2743,2024-10-19,SKU-1001,17,1,999,999,Online,Online
2744,2025-02-19,SKU-1204,490,2,849,1698,Los Angeles Grove,In-Store
2745,2024-11-11,SKU-1213,319,1,649,649,Online,Online
2746,2025-01-15,SKU-1229,146,3,649,1947,New York 5th Ave,Online
2747,2024-04-18,SKU-1061,71,1,1499,1499,Miami Dadeland,Online
2748,2025-07-22,SKU-1108,31,1,799,799,Austin Domain,In-Store
2749,2024-01-28,SKU-1155,413,1,1199,1199,Boston Boylston,In-Store
2750,2025-02-12,SKU-1178,142,1,649,649,Austin Domain,Online
2751,2025-07-11,SKU-1040,7,1,1399,1399,Los Angeles Grove,In-Store
2752,2024-05-31,SKU-1226,304,1,899,899,Online,In-Store
2753,2025-04-19,SKU-1352,44,1,829,829,Online,Online
2754,2025-04-18,SKU-1117,365,1,1899,1899,Online,Online
2755,2025-01-04,SKU-1011,497,2,1099,2198,Chicago Michigan Ave,Online
2756,2024-06-28,SKU-1074,59,1,1599,1599,Seattle University Village,Online
2757,2025-06-28,SKU-1182,441,1,649,649,Chicago Michigan Ave,Online
2758,2024-09-16,SKU-1106,255,1,799,799,Online,Online
2759,2025-11-18,SKU-1001,412,1,999,999,Boston Boylston,Online
2760,2025-03-26,SKU-1100,473,1,799,799,Online,Online
2761,2024-03-21,SKU-1098,181,1,699,699,Chicago Michigan Ave,Online
2762,2025-05-01,SKU-1293,10,1,1449,1449,Online,In-Store
2763,2024-11-14,SKU-1100,495,1,799,799,Online,In-Store
2764,2024-02-21,SKU-1261,229,1,1149,1149,Chicago Michigan Ave,In-Store
2765,2024-01-21,SKU-1031,384,1,1299,1299,San Francisco Union Square,In-Store
2766,2024-03-10,SKU-1174,421,2,649,1298,Seattle University Village,In-Store
2767,2024-10-03,SKU-1304,294,1,1699,1699,Online,Online
2768,2024-06-25,SKU-1360,22,1,549,549,Online,In-Store
2769,2025-10-24,SKU-1009,426,1,999,999,San Francisco Union Square,Online
2770,2025-06-25,SKU-1327,253,1,449,449,San Francisco Union Square,In-Store
2771,2025-12-02,SKU-1049,62,1,1399,1399,Miami Dadeland,Online
2772,2025-02-24,SKU-1179,465,1,499,499,Online,Online
2773,2024-02-20,SKU-1053,249,1,1499,1499,Los Angeles Grove,Online
2774,2024-11-26,SKU-1058,224,1,1499,1499,Online,In-Store
2775,2025-09-01,SKU-1349,149,1,799,799,Chicago Michigan Ave,In-Store
